Date,Ticker,Open,High,Low,Close,Volume
2018-01-18 16:00:00,GOOG,1129.79,1132.51,1117.5,1131.41,1198234.0
2018-01-19 16:00:00,GOOG,1137.51,1137.86,1128.3,1131.83,1778229.0
2018-01-22 16:00:00,GOOG,1155.81,1159.88,1135.1101,1137.49,1617975.0
2018-01-23 16:00:00,GOOG,1169.97,1171.6266,1158.75,1159.85,1333056.0
2018-01-24 16:00:00,GOOG,1164.24,1179.86,1161.05,1177.33,1416625.0
2018-01-25 16:00:00,GOOG,1170.37,1175.94,1162.76,1172.53,1480540.0
2018-01-26 16:00:00,GOOG,1175.84,1175.84,1158.11,1175.08,2018755.0
2018-01-29 16:00:00,GOOG,1175.58,1186.89,1171.98,1176.48,1378913.0
2018-01-30 16:00:00,GOOG,1163.69,1176.52,1163.52,1167.83,1556346.0
2018-01-31 16:00:00,GOOG,1169.94,1173.0,1159.13,1170.57,1538688.0
2018-02-01 16:00:00,GOOG,1167.7,1174.0,1157.52,1162.61,2412114.0
2018-02-02 16:00:00,GOOG,1111.9,1123.07,1107.2779,1122.0,4857943.0
2018-02-05 16:00:00,GOOG,1055.8,1110.0,1052.03,1090.6,3798301.0
2018-02-06 16:00:00,GOOG,1080.6,1081.71,1023.1367,1027.18,3447956.0
2018-02-07 16:00:00,GOOG,1048.58,1081.78,1048.26,1081.54,2369232.0
2018-02-08 16:00:00,GOOG,1001.52,1058.62,1000.66,1055.41,2859136.0
2018-02-09 16:00:00,GOOG,1037.78,1043.97,992.56,1017.25,3505862.0
2018-02-12 16:00:00,GOOG,1051.94,1061.5,1040.928,1048.0,2057718.0
2018-02-13 16:00:00,GOOG,1052.1,1058.37,1044.0872,1045.0,1265054.0
2018-02-14 16:00:00,GOOG,1069.7,1071.72,1046.75,1048.95,1555787.0
2018-02-15 16:00:00,GOOG,1089.52,1091.4794,1064.34,1079.07,1843442.0
2018-02-16 16:00:00,GOOG,1094.8,1104.67,1088.3134,1088.41,1681612.0
2018-02-20 16:00:00,GOOG,1102.46,1113.95,1088.52,1090.57,1423145.0
2018-02-21 16:00:00,GOOG,1111.34,1133.97,1106.33,1106.47,1512910.0
2018-02-22 16:00:00,GOOG,1106.63,1122.82,1102.59,1116.19,1317166.0
2018-02-23 16:00:00,GOOG,1126.79,1127.28,1104.7135,1112.64,1260968.0
2018-02-26 16:00:00,GOOG,1143.75,1143.96,1126.695,1127.8,1559079.0
2018-02-27 16:00:00,GOOG,1118.29,1144.04,1118.0,1141.24,1774080.0
2018-02-28 16:00:00,GOOG,1104.73,1127.53,1103.24,1123.03,1882600.0
2018-03-01 16:00:00,GOOG,1069.52,1110.12,1067.001,1107.87,2452290.0
