Date,Ticker,Open,High,Low,Close,Volume
2018-01-18 16:00:00,GPS,33.76,33.88,33.25,33.31,2527262.0
2018-01-19 16:00:00,GPS,34.81,34.87,33.76,33.93,3711513.0
2018-01-22 16:00:00,GPS,35.48,35.5,34.735,34.8,4819110.0
2018-01-23 16:00:00,GPS,35.46,35.68,35.06,35.44,3369183.0
2018-01-24 16:00:00,GPS,34.88,35.58,34.48,35.46,2482704.0
2018-01-25 16:00:00,GPS,34.58,35.19,34.37,35.1,2166522.0
2018-01-26 16:00:00,GPS,34.85,34.865,34.17,34.58,2641256.0
2018-01-29 16:00:00,GPS,35.08,35.33,34.47,34.47,2543343.0
2018-01-30 16:00:00,GPS,34.39,35.0256,34.25,34.9,4644401.0
2018-01-31 16:00:00,GPS,33.24,34.68,33.02,34.42,5508681.0
2018-02-01 16:00:00,GPS,32.88,33.5,32.57,32.82,5666008.0
2018-02-02 16:00:00,GPS,32.09,32.81,31.91,32.68,4474828.0
2018-02-05 16:00:00,GPS,30.56,32.215,30.52,31.8,7562069.0
2018-02-06 16:00:00,GPS,32.16,32.475,29.28,29.89,8789486.0
2018-02-07 16:00:00,GPS,32.62,33.05,31.84,32.2,3988817.0
2018-02-08 16:00:00,GPS,31.17,32.85,31.16,32.82,4082656.0
2018-02-09 16:00:00,GPS,32.29,32.6,30.54,31.73,8642969.0
2018-02-12 16:00:00,GPS,31.42,32.62,31.32,32.54,7131572.0
2018-02-13 16:00:00,GPS,32.43,32.51,31.29,31.38,4181019.0
2018-02-14 16:00:00,GPS,33.11,33.4,31.99,32.1,4070030.0
2018-02-15 16:00:00,GPS,33.33,33.59,32.66,33.41,2760519.0
2018-02-16 16:00:00,GPS,33.27,33.95,33.23,33.26,4362417.0
2018-02-20 16:00:00,GPS,31.61,32.41,30.75,31.09,9581621.0
2018-02-21 16:00:00,GPS,32.22,32.92,31.75,31.79,4562302.0
2018-02-22 16:00:00,GPS,32.37,32.7,32.24,32.33,2601166.0
2018-02-23 16:00:00,GPS,32.69,32.72,32.02,32.49,3628245.0
2018-02-26 16:00:00,GPS,32.13,33.13,31.895,33.04,5962013.0
2018-02-27 16:00:00,GPS,31.22,33.17,31.21,32.62,5222243.0
2018-02-28 16:00:00,GPS,31.58,32.18,31.44,31.5,4587988.0
2018-03-01 16:00:00,GPS,31.7,31.95,30.73,31.39,8962803.0
