Date,Ticker,Open,High,Low,Close,Volume
2018-01-18 16:00:00,AMD,12.47,12.68,12.15,12.18,62086151.0
2018-01-19 16:00:00,AMD,12.59,12.88,12.54,12.56,46800669.0
2018-01-22 16:00:00,AMD,12.65,12.74,12.37,12.61,34758615.0
2018-01-23 16:00:00,AMD,12.94,12.995,12.76,12.82,46417226.0
2018-01-24 16:00:00,AMD,12.71,13.05,12.6,13.02,41956439.0
2018-01-25 16:00:00,AMD,12.41,12.94,12.32,12.78,42966567.0
2018-01-26 16:00:00,AMD,12.95,12.95,12.62,12.7,44238971.0
2018-01-29 16:00:00,AMD,13.32,13.47,13.05,13.13,66645418.0
2018-01-30 16:00:00,AMD,12.87,13.27,12.69,13.12,91236383.0
2018-01-31 16:00:00,AMD,13.74,13.85,13.15,13.24,140977843.0
2018-02-01 16:00:00,AMD,13.25,13.84,13.21,13.62,67543333.0
2018-02-02 16:00:00,AMD,12.45,13.06,12.43,13.05,79432558.0
2018-02-05 16:00:00,AMD,11.57,12.18,10.93,12.05,116568862.0
2018-02-06 16:00:00,AMD,11.65,11.74,11.0,11.04,87123202.0
2018-02-07 16:00:00,AMD,11.6,11.9,11.53,11.7,55758364.0
2018-02-08 16:00:00,AMD,11.22,11.85,11.21,11.72,56471761.0
2018-02-09 16:00:00,AMD,11.31,11.57,10.63,11.54,85458235.0
2018-02-12 16:00:00,AMD,11.68,11.8,11.43,11.47,63160875.0
2018-02-13 16:00:00,AMD,11.78,11.82,11.53,11.6,33661383.0
2018-02-14 16:00:00,AMD,12.2,12.31,11.63,11.72,51756817.0
2018-02-15 16:00:00,AMD,12.19,12.625,12.07,12.4,59593761.0
2018-02-16 16:00:00,AMD,11.82,12.225,11.82,12.11,47332348.0
2018-02-20 16:00:00,AMD,12.02,12.19,11.71,11.72,47096492.0
2018-02-21 16:00:00,AMD,11.72,12.12,11.72,12.12,40195847.0
2018-02-22 16:00:00,AMD,11.84,11.995,11.63,11.82,37886263.0
2018-02-23 16:00:00,AMD,12.07,12.16,11.94,11.95,33317579.0
2018-02-26 16:00:00,AMD,12.42,12.43,12.05,12.14,42265208.0
2018-02-27 16:00:00,AMD,12.53,12.88,12.39,12.43,55975268.0
2018-02-28 16:00:00,AMD,12.11,12.73,12.1,12.66,43387460.0
2018-03-01 16:00:00,AMD,11.9,12.27,11.66,12.26,62906107.0
