Date,Ticker,Open,High,Low,Close,Volume
2018-01-19 11:40:00,BN,70.39,70.55,69.49,69.62,1884594.0
2018-01-22 11:40:00,BN,70.59,70.81,69.9,70.32,1212476.0
2018-01-23 11:40:00,BN,71.0,71.13,70.63,71.0,1155448.0
2018-01-24 11:40:00,BN,70.22,71.06,70.22,70.99,1108054.0
2018-01-25 11:40:00,BN,69.5,70.54,69.15,70.19,1555255.0
2018-01-26 11:40:00,BN,69.86,70.18,69.5,69.5,1094126.0
2018-01-29 11:40:00,BN,69.16,69.89,69.16,69.8,1052216.0
2018-01-30 11:40:00,BN,68.97,69.37,68.67,69.0,1536814.0
2018-01-31 11:40:00,BN,69.46,69.6,68.86,69.34,1708700.0
2018-02-01 11:40:00,BN,69.34,70.41,69.25,69.73,1954893.0
2018-02-02 11:40:00,BN,68.5,69.1,68.3,68.91,1763233.0
2018-02-05 11:40:00,BN,67.24,68.4,67.07,68.13,2074609.0
2018-02-06 11:40:00,BN,65.63,66.95,64.73,65.73,3792405.0
2018-02-07 11:40:00,BN,67.16,67.16,65.55,66.5,2616636.0
2018-02-08 11:40:00,BN,65.12,66.78,64.9,66.48,2518077.0
2018-02-09 11:40:00,BN,63.79,65.27,63.65,64.69,3077936.0
2018-02-12 11:40:00,BN,64.87,65.08,63.85,64.36,1291708.0
2018-02-13 11:40:00,BN,63.88,64.99,63.74,64.43,1581097.0
2018-02-14 11:40:00,BN,64.26,65.16,63.43,64.35,2229770.0
2018-02-15 11:40:00,BN,64.12,64.34,63.23,64.0,2441566.0
2018-02-16 11:40:00,BN,65.49,65.95,64.35,65.0,2861818.0
2018-02-19 11:40:00,BN,64.47,65.49,64.4,65.36,1426815.0
2018-02-20 11:40:00,BN,64.51,64.77,64.21,64.21,1907670.0
2018-02-21 11:40:00,BN,64.71,64.79,64.01,64.22,1268195.0
2018-02-22 11:40:00,BN,65.29,65.61,63.81,64.2,1863160.0
2018-02-23 11:40:00,BN,65.82,65.84,64.86,65.38,1483490.0
2018-02-26 11:40:00,BN,67.31,67.73,66.21,66.43,2243395.0
2018-02-27 11:40:00,BN,66.6,67.57,66.59,67.31,1417943.0
2018-02-28 11:40:00,BN,65.75,66.74,65.75,66.34,1855577.0
2018-03-01 11:40:00,BN,65.24,65.93,64.8,65.56,1777490.0
