Date,Open,High,Low,Close,Adj Close,Volume
2017-06-14,39.740002,39.799999,39.540001,39.630001,39.523666,450600
2017-06-15,40.889999,40.910000,40.450001,40.549999,40.441196,1045100
2017-06-16,40.590000,40.689999,40.450001,40.490002,40.381359,327000
2017-06-19,41.540001,41.619999,41.380001,41.529999,41.418568,418400
2017-06-20,41.700001,41.910000,41.619999,41.680000,41.568165,334200
2017-06-21,41.639999,41.750000,41.439999,41.610001,41.498356,370000
2017-06-22,41.900002,42.099998,41.900002,42.049999,41.937172,346500
2017-06-23,43.020000,43.250000,42.860001,43.209999,43.094059,558800
2017-06-26,43.709999,44.330002,43.709999,44.250000,44.131271,706400
2017-06-27,43.950001,44.000000,43.700001,43.840000,43.722370,588600
2017-06-28,42.230000,42.880001,42.070000,42.669998,42.555508,785600
2017-06-29,42.869999,43.090000,41.349998,41.959999,41.847412,1068800
2017-06-30,41.959999,42.000000,41.660000,41.820000,41.707790,377700
2017-07-03,40.880001,41.099998,40.619999,40.700001,40.590797,283900
2017-07-05,38.950001,39.130001,38.810001,39.130001,39.025009,862000
2017-07-06,38.320000,38.500000,38.130001,38.369999,38.267048,444100
2017-07-07,38.560001,39.200001,38.560001,39.049999,38.945221,480900
2017-07-10,39.869999,40.169998,39.799999,40.110001,40.002380,410000
2017-07-11,39.540001,39.570000,39.250000,39.450001,39.344151,334700
2017-07-12,39.689999,40.000000,39.650002,39.990002,39.882702,316500
2017-07-13,39.910000,40.009998,39.709999,39.869999,39.763020,223400
2017-07-14,39.799999,39.869999,39.599998,39.830002,39.723133,268500
2017-07-17,39.700001,39.880001,39.419998,39.419998,39.314228,351600
2017-07-18,40.360001,40.799999,40.360001,40.790001,40.680553,537200
2017-07-19,41.889999,42.119999,41.790001,41.939999,41.827465,385200
2017-07-20,41.660000,41.820000,41.470001,41.529999,41.418568,244500
2017-07-21,41.599998,41.709999,41.259998,41.709999,41.598083,124400
2017-07-24,40.599998,40.900002,40.509998,40.830002,40.720448,172600
2017-07-25,39.619999,39.689999,39.320000,39.380001,39.274338,560700
2017-07-26,41.240002,42.200001,41.009998,41.740002,41.628006,862000
2017-07-27,42.970001,43.070000,42.259998,42.349998,42.236366,967900
2017-07-28,42.160000,42.400002,41.950001,42.389999,42.276260,290500
2017-07-31,42.209999,42.470001,42.209999,42.459999,42.346073,467700
2017-08-01,42.049999,42.150002,42.000000,42.070000,41.957119,203000
2017-08-02,42.770000,42.889999,42.160000,42.360001,42.246342,474200
2017-08-03,42.349998,42.380001,42.180000,42.380001,42.266289,173200
2017-08-04,42.349998,42.500000,42.299999,42.450001,42.336102,204600
2017-08-07,42.900002,42.950001,42.799999,42.869999,42.754971,410900
2017-08-08,43.000000,43.290001,42.910000,42.930000,42.814812,203000
2017-08-09,42.570000,42.680000,42.139999,42.259998,42.146606,333600
2017-08-10,41.669998,41.799999,40.610001,40.610001,40.501038,288300
2017-08-11,40.830002,41.150002,40.509998,41.099998,40.989719,284800
2017-08-14,41.200001,41.240002,40.950001,41.070000,40.959801,232200
2017-08-15,41.299999,41.500000,41.299999,41.419998,41.308861,113200
2017-08-16,41.500000,41.669998,41.369999,41.630001,41.518299,70500
2017-08-17,41.599998,41.669998,41.200001,41.209999,41.099426,167600
2017-08-18,41.110001,41.389999,41.110001,41.250000,41.139320,76500
2017-08-21,40.849998,41.040001,40.830002,40.919998,40.810204,82100
2017-08-22,41.180000,41.430000,41.180000,41.419998,41.308861,118500
2017-08-23,41.099998,41.209999,41.049999,41.099998,40.989719,60200
2017-08-24,41.060001,41.209999,40.939999,41.099998,40.989719,82000
2017-08-25,41.099998,41.299999,41.000000,41.189999,41.079479,74100
2017-08-28,42.139999,42.230000,41.880001,42.220001,42.106720,153200
2017-08-29,42.009998,42.009998,41.750000,41.799999,41.687843,87200
2017-08-30,41.349998,41.549999,41.310001,41.400002,41.288918,114700
2017-08-31,41.389999,41.730000,41.389999,41.630001,41.518299,109000
2017-09-01,41.869999,41.950001,41.700001,41.860001,41.747684,218800
2017-09-05,41.259998,41.259998,41.000000,41.150002,41.039589,199400
2017-09-06,41.070000,41.200001,41.000000,41.099998,40.989719,112000
2017-09-07,40.549999,41.000000,40.549999,40.900002,40.790260,117800
2017-09-08,41.580002,41.630001,41.529999,41.560001,41.448490,90900
2017-09-11,42.869999,42.869999,41.650002,42.240002,42.126663,222800
2017-09-12,42.990002,43.240002,42.959999,43.049999,42.934490,316400
2017-09-13,43.000000,43.000000,42.599998,42.599998,42.485695,99000
2017-09-14,42.480000,43.240002,42.330002,43.040001,42.924519,402700
2017-09-15,43.790001,44.650002,43.509998,44.590000,44.470360,712600
2017-09-18,44.349998,44.669998,43.950001,44.080002,43.961727,246800
2017-09-19,45.849998,46.790001,45.700001,46.750000,46.624561,1386600
2017-09-20,48.169998,48.650002,47.410000,47.700001,47.572014,995300
2017-09-21,46.790001,46.790001,46.509998,46.599998,46.474964,325300
2017-09-22,45.980000,46.000000,45.500000,45.619999,45.497593,440200
2017-09-25,45.639999,45.869999,44.910000,44.930000,44.809444,970700
2017-09-26,44.959999,45.279999,44.820000,45.009998,44.889229,331000
2017-09-27,45.380001,45.599998,45.090000,45.490002,45.367943,210300
2017-09-28,46.200001,46.200001,45.779999,46.009998,46.009998,188200
2017-09-29,46.150002,46.299999,45.860001,45.950001,45.950001,281400
2017-10-02,46.459999,46.500000,46.070000,46.150002,46.150002,342100
2017-10-03,46.250000,46.599998,46.099998,46.480000,46.480000,213100
2017-10-04,46.779999,46.779999,46.410000,46.750000,46.750000,130000
2017-10-05,47.549999,48.250000,47.540001,48.049999,48.049999,385400
2017-10-06,48.450001,49.160000,48.360001,48.669998,48.669998,372000
2017-10-09,48.779999,48.849998,48.400002,48.470001,48.470001,120300
2017-10-10,48.049999,48.430000,48.049999,48.279999,48.279999,184700
2017-10-11,48.750000,49.160000,48.750000,49.139999,49.139999,221100
2017-10-12,48.669998,48.830002,48.230000,48.320000,48.320000,204100
2017-10-13,49.070000,49.599998,49.070000,49.599998,49.599998,240300
2017-10-16,49.619999,49.709999,49.549999,49.680000,49.680000,303500
2017-10-17,48.660000,48.770000,48.549999,48.680000,48.680000,234800
2017-10-18,47.799999,47.799999,47.490002,47.529999,47.529999,636900
2017-10-19,47.919998,48.180000,47.790001,48.029999,48.029999,122600
2017-10-20,48.180000,48.439999,48.009998,48.299999,48.299999,254700
2017-10-23,48.340000,48.529999,48.060001,48.500000,48.500000,551800
2017-10-24,48.560001,48.799999,48.549999,48.709999,48.709999,288900
2017-10-25,48.000000,48.099998,47.049999,47.500000,47.500000,1426800
2017-10-26,46.599998,46.799999,46.419998,46.770000,46.770000,304800
2017-10-27,46.799999,47.700001,46.799999,47.660000,47.660000,507200
2017-10-30,49.259998,51.740002,49.080002,50.880001,50.880001,1264000
2017-10-31,48.700001,49.610001,48.599998,48.650002,48.650002,605000
2017-11-01,48.020000,48.020000,47.419998,47.500000,47.500000,613500
2017-11-02,47.340000,47.340000,46.900002,47.200001,47.200001,277300
2017-11-03,47.299999,47.340000,46.950001,47.220001,47.220001,388400
2017-11-06,46.840000,46.840000,46.599998,46.790001,46.790001,348100
2017-11-07,47.099998,47.340000,46.860001,46.910000,46.910000,397000
2017-11-08,47.700001,47.939999,47.599998,47.939999,47.939999,170700
2017-11-09,47.139999,47.220001,46.549999,46.799999,46.799999,457400
2017-11-10,48.250000,48.880001,48.049999,48.430000,48.430000,460800
2017-11-13,48.410000,48.770000,48.220001,48.669998,48.669998,371900
2017-11-14,49.389999,49.799999,49.080002,49.400002,49.400002,404300
2017-11-15,47.669998,47.959999,47.549999,47.730000,47.730000,304200
2017-11-16,49.689999,49.880001,49.529999,49.779999,49.779999,358400
2017-11-17,49.830002,49.880001,49.650002,49.650002,49.650002,287900
2017-11-20,49.910000,50.180000,49.810001,50.060001,50.060001,137200
2017-11-21,49.950001,50.000000,49.709999,49.830002,49.830002,223500
2017-11-22,50.400002,50.560001,50.189999,50.549999,50.549999,281200
2017-11-24,52.160000,52.599998,52.160000,52.549999,52.549999,387200
2017-11-27,53.410000,53.959999,53.410000,53.439999,53.439999,355600
2017-11-28,53.099998,53.340000,52.860001,53.220001,53.220001,377200
2017-11-29,52.130001,52.630001,50.750000,50.900002,50.900002,715000
2017-11-30,50.509998,51.230000,50.509998,50.980000,50.980000,868100
2017-12-01,50.259998,50.509998,49.880001,50.259998,50.259998,392000
2017-12-04,49.330002,49.520000,48.099998,48.520000,48.520000,481000
2017-12-05,47.630001,48.209999,47.369999,47.750000,47.750000,713400
2017-12-06,47.869999,48.570000,47.799999,48.389999,48.389999,484600
2017-12-07,49.400002,50.029999,49.250000,49.840000,49.840000,672500
2017-12-08,48.279999,48.480000,48.180000,48.299999,48.299999,234700
2017-12-11,48.590000,48.990002,48.590000,48.980000,48.980000,338200
2017-12-12,48.570000,48.570000,47.849998,48.029999,48.029999,703800
2017-12-13,48.299999,48.770000,48.299999,48.730000,48.730000,202600
2017-12-14,47.799999,47.840000,47.599998,47.779999,47.779999,436100
2017-12-15,48.000000,48.279999,47.799999,48.259998,48.259998,167600
2017-12-18,48.130001,48.130001,47.799999,47.939999,47.939999,181800
2017-12-19,47.580002,47.580002,47.049999,47.060001,47.060001,221600
2017-12-20,46.680000,46.790001,46.169998,46.340000,46.340000,206700
2017-12-21,46.650002,46.660000,46.349998,46.630001,46.630001,122500
2017-12-22,46.540001,46.869999,46.500000,46.680000,46.680000,123800
2017-12-26,45.639999,46.250000,45.639999,45.779999,45.779999,194100
2017-12-27,46.160000,46.810001,46.160000,46.400002,46.400002,290600
2017-12-28,45.740002,45.740002,45.380001,45.400002,45.400002,203900
2017-12-29,45.500000,45.700001,44.599998,45.070000,45.070000,435200
2018-01-02,45.209999,45.950001,45.209999,45.900002,45.900002,303200
2018-01-03,45.849998,46.950001,45.849998,46.939999,46.939999,379200
2018-01-04,48.189999,48.549999,47.900002,48.540001,48.540001,335400
2018-01-05,47.200001,47.430000,46.810001,47.430000,47.430000,294400
2018-01-08,47.650002,47.650002,47.160000,47.570000,47.570000,150700
2018-01-09,48.049999,48.049999,47.650002,47.990002,47.990002,361100
2018-01-10,49.000000,49.410000,48.900002,49.369999,49.369999,436000
2018-01-11,49.709999,49.740002,49.389999,49.709999,49.709999,176600
2018-01-12,50.180000,50.500000,49.590000,50.400002,50.400002,372500
2018-01-16,51.099998,51.099998,49.799999,49.980000,49.980000,483400
2018-01-17,50.900002,51.750000,50.900002,51.529999,51.529999,674500
2018-01-18,52.389999,52.799999,52.349998,52.689999,52.689999,699900
2018-01-19,54.599998,54.750000,54.330002,54.700001,54.700001,652400
2018-01-22,54.930000,55.009998,54.400002,54.830002,54.830002,372300
2018-01-23,56.000000,56.070000,55.610001,55.900002,55.900002,693500
2018-01-24,55.259998,55.610001,54.389999,55.070000,55.070000,630100
2018-01-25,55.000000,55.259998,54.750000,54.820000,54.820000,529600
2018-01-26,55.290001,56.009998,55.040001,56.009998,56.009998,377800
2018-01-29,55.000000,55.090000,54.490002,54.730000,54.730000,236500
2018-01-30,53.939999,54.000000,53.029999,53.380001,53.380001,499800
2018-01-31,57.840000,58.450001,56.849998,57.080002,57.080002,1973100
2018-02-01,54.799999,55.240002,54.299999,55.150002,55.150002,745600
2018-02-02,53.230000,53.520000,52.500000,52.520000,52.520000,527200
2018-02-05,52.660000,53.369999,51.490002,51.490002,51.490002,546200
2018-02-06,50.580002,52.540001,50.349998,52.450001,52.450001,790700
2018-02-07,52.349998,52.439999,51.580002,51.650002,51.650002,471000
2018-02-08,50.849998,50.849998,49.099998,49.299999,49.299999,709100
2018-02-09,49.799999,50.250000,48.250000,50.240002,50.240002,526200
2018-02-12,50.450001,51.549999,50.400002,51.250000,51.250000,432200
2018-02-13,51.320000,51.880001,51.110001,51.790001,51.790001,335100
2018-02-14,51.290001,52.820000,51.040001,52.820000,52.820000,313800
2018-02-15,54.000000,54.200001,53.549999,54.049999,54.049999,323500
2018-02-16,54.130001,54.320000,53.919998,54.150002,54.150002,228200
2018-02-20,54.310001,54.970001,54.189999,54.250000,54.250000,450400
2018-02-21,55.590000,55.799999,55.419998,55.477501,55.477501,176708
