Date,Open,High,Low,Close,Adj Close,Volume
2017-02-21,45.220001,45.610001,45.099998,45.500000,45.500000,8116000
2017-02-22,45.470001,46.349998,45.450001,45.980000,45.980000,7730200
2017-02-23,46.040001,46.139999,45.290001,45.410000,45.410000,7812100
2017-02-24,45.139999,45.549999,44.950001,45.549999,45.549999,3714800
2017-02-27,45.450001,45.740002,45.240002,45.709999,45.709999,4006700
2017-02-28,45.570000,45.750000,45.250000,45.660000,45.660000,7202000
2017-03-01,45.889999,46.410000,45.889999,46.240002,46.240002,7258500
2017-03-02,46.020000,46.130001,45.619999,45.939999,45.939999,7017100
2017-03-03,45.880001,46.000000,45.599998,45.910000,45.910000,6758300
2017-03-06,45.610001,45.689999,45.389999,45.639999,45.639999,6694900
2017-03-07,45.500000,45.919998,45.490002,45.730000,45.730000,5116800
2017-03-08,45.849998,46.189999,45.730000,45.980000,45.980000,3331700
2017-03-09,45.869999,46.119999,45.680000,45.939999,45.939999,3767600
2017-03-10,46.200001,46.200001,45.750000,45.980000,45.980000,3823900
2017-03-13,46.099998,47.000000,46.099998,46.570000,46.570000,4702300
2017-03-14,46.410000,46.759998,46.189999,46.369999,46.369999,3799800
2017-03-15,46.549999,46.549999,45.900002,46.290001,46.290001,6279300
2017-03-16,46.599998,46.619999,46.299999,46.610001,46.610001,3627100
2017-03-17,46.730000,46.900002,46.500000,46.590000,46.590000,6192400
2017-03-20,46.619999,47.160000,46.520000,46.770000,46.770000,5823000
2017-03-21,47.000000,47.189999,45.680000,45.770000,45.770000,6469400
2017-03-22,45.610001,46.139999,45.599998,46.060001,46.060001,6773400
2017-03-23,46.130001,46.779999,46.090000,46.599998,46.599998,8297800
2017-03-24,46.650002,46.869999,46.139999,46.400002,46.400002,5607700
2017-03-27,45.919998,46.480000,45.740002,46.400002,46.400002,6016600
2017-03-28,46.330002,46.759998,46.240002,46.570000,46.570000,4630800
2017-03-29,46.520000,46.840000,46.299999,46.779999,46.779999,4403400
2017-03-30,46.799999,47.049999,46.599998,46.619999,46.619999,3448600
2017-03-31,46.520000,46.700001,46.270000,46.410000,46.410000,7814100
2017-04-03,46.500000,46.849998,46.160000,46.430000,46.430000,7675400
2017-04-04,46.299999,46.470001,46.119999,46.230000,46.230000,4758400
2017-04-05,46.410000,46.919998,46.240002,46.380001,46.380001,4840300
2017-04-06,46.380001,46.430000,46.040001,46.279999,46.279999,4124600
2017-04-07,46.230000,46.529999,45.959999,46.439999,46.439999,4629800
2017-04-10,46.490002,47.419998,46.400002,47.209999,47.209999,7818000
2017-04-11,47.029999,47.209999,46.419998,46.790001,46.790001,5593900
2017-04-12,46.799999,47.160000,46.669998,46.830002,46.830002,5127300
2017-04-13,46.849998,47.110001,46.610001,46.900002,46.900002,3762100
2017-04-17,47.020000,47.419998,46.919998,47.389999,47.389999,3857100
2017-04-18,47.250000,47.750000,47.139999,47.560001,47.560001,9341900
2017-04-19,47.599998,47.880001,46.930000,47.000000,47.000000,12179500
2017-04-20,47.250000,47.840000,47.070000,47.669998,47.669998,10925100
2017-04-21,47.730000,47.770000,47.369999,47.520000,47.520000,7055000
2017-04-24,47.889999,48.200001,47.750000,48.150002,48.150002,9860400
2017-04-25,48.290001,48.459999,48.160000,48.400002,48.400002,10288200
2017-04-26,48.400002,48.470001,48.169998,48.259998,48.259998,4053100
2017-04-27,48.080002,48.470001,48.020000,48.360001,48.360001,10635400
2017-04-28,48.450001,48.500000,48.160000,48.209999,48.209999,4925400
2017-05-01,48.220001,48.779999,48.119999,48.610001,48.610001,6386500
2017-05-02,48.720001,49.299999,48.720001,49.090000,49.090000,6106300
2017-05-03,49.189999,49.189999,48.169998,48.540001,48.540001,4702400
2017-05-04,48.630001,48.680000,48.160000,48.450001,48.450001,6208900
2017-05-05,48.450001,48.660000,48.270000,48.490002,48.490002,7835500
2017-05-08,48.709999,48.959999,48.509998,48.849998,48.849998,10059600
2017-05-09,49.139999,49.669998,48.939999,49.490002,49.490002,10279100
2017-05-10,49.400002,49.599998,49.139999,49.400002,49.400002,8360400
2017-05-11,49.450001,49.709999,49.139999,49.689999,49.689999,6142900
2017-05-12,49.750000,49.750000,49.439999,49.650002,49.650002,6185800
2017-05-15,49.709999,49.939999,49.480000,49.860001,49.860001,9129300
2017-05-16,50.049999,51.119999,50.029999,50.959999,50.959999,19423600
2017-05-17,50.700001,50.700001,49.450001,49.650002,49.650002,20954100
2017-05-18,48.680000,50.029999,47.740002,49.630001,49.630001,13737500
2017-05-19,50.029999,51.230000,50.009998,50.180000,50.180000,11182000
2017-05-22,50.509998,51.080002,50.220001,50.650002,50.650002,9696600
2017-05-23,50.450001,50.900002,50.259998,50.310001,50.310001,7342000
2017-05-24,50.180000,50.590000,49.900002,50.320000,50.320000,12170900
2017-05-25,50.480000,50.750000,50.049999,50.599998,50.599998,11961100
2017-05-26,50.500000,50.740002,50.320000,50.669998,50.669998,6049500
