Date,Open,High,Low,Close,Adj Close,Volume
21-02-2017,60.959999,61.040001,60.540001,60.889999,59.30965,1876631
22-02-2017,60.779999,62.700001,60.75,62.330002,60.712276,2646263
23-02-2017,62.389999,62.950001,62.09,62.790001,61.160339,2085755
24-02-2017,62.959999,63.040001,62.310001,62.650002,61.023972,1485428
27-02-2017,62.900002,63,62.16,62.709999,61.082413,1348577
28-02-2017,62.900002,63.060001,62.040001,62.560001,60.936306,1754585
01-03-2017,62.900002,63.049999,62.57,62.860001,61.228519,1734390
02-03-2017,62.73,62.790001,62.200001,62.73,61.101894,1303529
03-03-2017,62.75,62.75,62.09,62.529999,60.907082,1373990
06-03-2017,62.259998,62.540001,62.009998,62.5,60.877865,1189860
07-03-2017,62.049999,62.52,61.84,61.869999,60.264214,1576451
08-03-2017,61.849998,61.959999,61.139999,61.830002,60.225254,1527970
09-03-2017,61.900002,62.57,61.66,62.450001,60.829163,1411898
10-03-2017,62.77,62.970001,62.02,62.84,61.209038,1516310
13-03-2017,63,63.060001,62.470001,62.98,61.345406,1177591
14-03-2017,62.790001,62.900002,62.540001,62.66,61.03371,930123
15-03-2017,62.759998,62.779999,62.299999,62.619999,60.994747,997388
16-03-2017,63.209999,63.389999,62.59,62.790001,61.160339,1852390
17-03-2017,62.900002,63.209999,62.23,63.209999,61.569435,2470651
20-03-2017,63.139999,64.32,63.049999,64,62.338932,1774601
21-03-2017,64.18,64.459999,63.57,63.790001,62.134384,1866100
22-03-2017,63.82,64.160004,63.549999,63.970001,62.309711,1639796
23-03-2017,64.029999,64.099998,63.459999,63.970001,62.309711,1444241
24-03-2017,63.860001,63.860001,63.349998,63.610001,61.959053,1169752
27-03-2017,63.41,64.239998,62.93,64.199997,62.533737,1585232
28-03-2017,63.580002,63.810001,63.07,63.310001,61.666843,1794172
29-03-2017,63.07,63.389999,62.77,63.310001,61.666843,1438444
30-03-2017,63.040001,63.580002,62.939999,63.549999,61.900612,1489278
31-03-2017,63.299999,63.759998,63.02,63.759998,62.10516,2019023
03-04-2017,63.91,64.019997,63.439999,63.5,61.85191,1642270
04-04-2017,62.830002,64.139999,62.830002,63.919998,62.261005,1634219
05-04-2017,63.799999,64.18,63.509998,63.599998,61.949314,1179713
06-04-2017,63.200001,63.990002,63.200001,63.75,62.095421,1489443
07-04-2017,63.150002,64.169998,63.110001,64.169998,62.504517,1290676
10-04-2017,64.080002,64.199997,63.650002,64.080002,62.416859,928292
11-04-2017,63.77,64.07,63.630001,64,62.338932,1198916
12-04-2017,63.849998,64.489998,63.77,64.239998,62.572701,1219063
13-04-2017,64.019997,64.309998,63.93,64.269997,62.601921,1726221
