Date,Open,High,Low,Close,Volume
2/21/17,58.25,58.630001,57.900002,58.25,16916800
2/22/17,58,58.59,58,58.360001,12344200
2/23/17,58.43,58.59,58.060001,58.490002,13841400
2/24/17,57.700001,57.91,57.32,57.810001,16379100
2/27/17,57.810001,58.25,57.709999,58.060001,10101000
2/28/17,57.990002,58.32,57.73,57.880001,15558900
3/1/17,59.110001,59.990002,59.09,59.73,25912700
3/2/17,59.779999,59.790001,58.57,58.709999,17578600
3/3/17,58.849998,59.240002,58.669998,58.889999,14740000
3/6/17,58.540001,58.880001,58.18,58.610001,13225500
3/7/17,58.43,58.52,58.02,58.299999,13099900
3/8/17,58.950001,59.130001,58.169998,58.209999,14711300
3/9/17,58.450001,58.869999,58.200001,58.700001,15721500
3/10/17,58.98,59.18,58.52,58.849998,15120200
3/13/17,58.830002,59.029999,58.52,58.700001,14063500
3/14/17,58.490002,58.810001,58.25,58.759998,10885000
3/15/17,58.900002,59.310001,58.360001,58.709999,17777300
3/16/17,58.860001,59.41,58.759998,59.32,18468200
3/17/17,59.369999,59.41,58.52,58.669998,20985700
3/20/17,58.470001,58.470001,57.619999,57.630001,17663200
3/21/17,57.93,57.959999,55.630001,55.849998,31766400
3/22/17,55.529999,55.57,54.849998,55.330002,27740900
3/23/17,55.23,55.990002,54.98,55.25,19000000
3/24/17,55.5,56.049999,55.220001,55.830002,21127500
3/27/17,54.630001,55.580002,54.240002,55.389999,16854800
3/28/17,55.349998,56.25,55.240002,55.959999,14878900
3/29/17,55.939999,56.09,55.549999,55.669998,10329100
3/30/17,55.68,56.43,55.610001,56.240002,12106500
3/31/17,56.02,56.18,55.619999,55.66,11864600
4/3/17,55.700001,55.82,54.790001,55.490002,14550700
4/4/17,55.299999,55.330002,54.98,55.200001,11937400
4/5/17,55.790001,56.200001,54.93,54.98,17411700
4/6/17,54.950001,55.650002,54.709999,55.369999,10387500
4/7/17,54.939999,55.310001,54.610001,54.84,15848800
4/10/17,54.990002,55.25,54.32,54.540001,14607700
4/11/17,54.23,54.259998,53.27,54.16,28086800
4/12/17,53.950001,54.02,53.049999,53.119999,25601300
4/13/17,51.799999,52.75,51.349998,51.349998,47982000
4/17/17,51.639999,52.759998,51.259998,52.720001,31959100
4/18/17,52.360001,52.669998,52.09,52.450001,22257500
4/19/17,52.880001,53.139999,52.049999,52.150002,17414600
4/20/17,52.720001,53.59,52.43,53.5,31552900
4/21/17,53.389999,53.84,52.950001,53,26177300
4/24/17,54.150002,54.34,53.59,53.650002,23856700
4/25/17,54.330002,55.09,54.290001,54.560001,27061300
4/26/17,54.599998,55.07,54.360001,54.540001,15915500
4/27/17,54.540001,54.650002,53.91,54.439999,13978000
4/28/17,54.330002,54.580002,53.73,53.84,16161900
5/1/17,54.099998,54.75,53.970001,54.459999,13915800
5/2/17,54.459999,54.610001,54.060001,54.540001,15634900
5/3/17,54.009998,54.889999,53.950001,54.849998,15737100
5/4/17,55.27,55.599998,54.869999,55.18,17054100
5/5/17,55.25,55.389999,54.880001,55.110001,13078800
5/8/17,55.119999,55.290001,54.75,55.040001,14242800
5/9/17,55.139999,55.369999,54.450001,54.68,14402900
5/10/17,54.43,54.91,54.360001,54.720001,15897200
5/11/17,54.279999,54.419998,53.060001,53.740002,32200100
5/12/17,53.299999,53.32,52.540001,53.02,29642300
5/15/17,53.060001,53.419998,53.02,53.32,15245000
5/16/17,53.400002,53.439999,52.950001,53.259998,12650100
5/17/17,53.259998,53.259998,51.650002,52.240002,33173100
5/18/17,52.310001,52.959999,51.950001,52.380001,19790100
5/19/17,52.57,53.34,52.389999,53.060001,16895000
5/22/17,53.27,53.32,52.5,53.009998,13947000
5/23/17,53.009998,53.560001,52.849998,53.389999,11751700
5/24/17,53.490002,53.610001,52.799999,53.09,11304400
5/25/17,53.25,53.25,52.57,52.779999,16643800
5/26/17,52.630001,52.810001,52.369999,52.41,14247700
5/30/17,52.16,52.5,51.900002,52.16,19379700
5/31/17,52.23,52.25,50.830002,51.139999,30519700
6/1/17,51.529999,52.209999,51.060001,52.080002,21001800
6/2/17,51.669998,52.240002,51.529999,51.810001,19477300
6/5/17,51.709999,52.18,51.669998,51.720001,13663800
6/6/17,51.32,52.029999,51.240002,51.810001,14887500
6/7/17,51.84,52.310001,51.700001,52.09,17022400
6/8/17,52.09,53.029999,51.880001,52.560001,22548400
6/9/17,52.860001,53.950001,52.799999,53.799999,25750000
6/12/17,53.98,54.59,53.939999,54.09,22791400
6/13/17,54.349998,54.689999,54.279999,54.450001,17966000
6/14/17,54.09,54.639999,53.57,54.529999,16575000
6/15/17,54.040001,54.450001,53.810001,53.900002,17232300
6/16/17,53.93,54.240002,53.650002,53.889999,23492700
6/19/17,54.310001,54.639999,54.119999,54.240002,15367300
6/20/17,54.060001,54.099998,53.43,53.459999,13622200
6/21/17,53.470001,53.48,52.799999,52.98,12653700
6/22/17,52.799999,52.889999,52.220001,52.490002,15362200
6/23/17,52.700001,52.830002,52.32,52.450001,21868500
6/26/17,52.73,53.43,52.59,52.900002,12532800
6/27/17,53.02,53.66,52.91,53.16,13496300
6/28/17,53.610001,54.419998,53.52,54.330002,20961700
6/29/17,55.650002,56.599998,55.209999,55.779999,32552100
6/30/17,56.029999,56.049999,55.16,55.41,16750700
7/3/17,55.810001,56.450001,55.709999,55.779999,11825000
7/5/17,55.970001,56.02,55.34,55.779999,14086900
7/6/17,55.98,56.32,55.5,55.560001,14481200
7/7/17,55.779999,55.830002,55.25,55.740002,11503500
7/10/17,55.529999,55.810001,55.34,55.59,10979000
